,0
654,"public String reverseString(String str) {
	String reversed = """";
	for (int i = str.length() - 1; i >= 0; i--) {
		reversed += str.charAt(i);
	}
	return reversed;
}"
655,"int square(int num) {
    return num * num;
}"
656,NULL
657,NULL
658,NULL
659,"print('Hello, World!')"
660,NULL
661,var sum = 0; for(var i = 0; i < 10; i++) { sum += i; }
662,NULL
663,"public int add(int a, int b) { return a + b; }"
664,NULL
665,NULL
666,NULL
667,NULL
668,NULL
669,NULL
670,NULL
671,NULL
672,NULL
673,NULL
674,"def add_numbers(x, y):
    return x + y"
675,NULL
676,"public class HelloWorld {    public static void main(String[] args) {        System.out.println('Hello, World!');    }}"
677,int arr[10];
678,NULL
679,"import org.junit.Test; 
import static org.junit.Assert.assertEquals; 
public class TestJunit { 
    @Test 
    public void testAdd() { 
        String str = 'Junit is working fine'; 
        assertEquals('Junit is working fine', str); 
    }
}"
680,NULL
681,NULL
682,"def greet_user(username):
    '''Display a simple greeting.'''
    print(f'Hello, {username}!')"
683,NULL
684,"const sum = (x, y) => x + y; console.log(sum(1, 2));"
685,NULL
686,git clone https://github.com/user/repo.git
687,NULL
688,NULL
689,"def calculate_average(numbers):
    sum = 0
    for number in numbers:
        sum += number
    return sum / len(numbers)"
690,"#include <iostream>
int main() { std::cout << 'Hello, World!'; return 0; }"
691,NULL
692,"print('Hello, World!')"
693,for(int i = 0; i < 10; i++) {System.out.println(i);}
694,NULL
695,"function add(a, b) {return a + b;}"
696,int factorial(int n) {if(n==0) return 1; else return n*factorial(n-1);}
697,NULL
698,NULL
699,new_list = [i * 2 for i in old_list]
700,public static boolean isEven(int num) {return num % 2 == 0;}.
701,NULL
702,"function max(a, b) {return a > b ? a : b;}"
703,class MyClass {public: int myNum; string myString;};
704,NULL
705,for(int i = 1; i <= 10; i++) {System.out.println(i);}
706,function square(num) {return num * num;}
707,Class SingletonDemo { private static SingletonDemo instance = new SingletonDemo(); private SingletonDemo(){} public static SingletonDemo getInstance() { return instance; } }
708,NULL
709,"def test_add(): assert add(3,4) == 7"
710,"try { throw std::out_of_range('Out of Range Error'); } catch(const std::exception& e) { std::cerr << e.what() << '
'; }"
711,NULL
712,"using System;
class Program
{
    static void Main()
    {
        Console.WriteLine('Hello, World!');
    }
}"
713,NULL
714,"print('Hello, World!')"
715,NULL
716,"console.log('Hello, World!');"
717,NULL
718,"#include <stdio.h>
int main()
{
    printf('Hello, World!');
    return 0;
}"
719,NULL
720,"fn main() {
    println!('Hello, World!');
}"
721,NULL
722,"var message = 'Hello, World!'
print(message)"
723,NULL
724,"fun main() {
    println('Hello, World!')
}"
725,NULL
726,"let message: string = 'Hello, World!';
console.log(message);"
727,"print('Hello, World!')"
728,NULL
729,NULL
730,@Test annotation
731,NULL
732,NULL
733,NULL
734,NULL
735,NULL
736,NULL
737,getInstance()
738,requests.get('https://api.github.com')
739,public class ClientClass { private ServiceClass sc; public ClientClass(ServiceClass sc) { this.sc = sc; } }
740,There is no code in the given paragraph.
741,NULL
742,"public class HelloWorld {public static void main(String[] args) {System.out.println('Hello, World!');}}"
743,var x = 10; var y = 20; var z = x + y; console.log(z);
744,NULL
745,"print('Hello, World!')"
746,NULL
747,"fn main() {println!(""Hello, World!"");}"
748,NULL
749,NULL
750,"package main

import ""fmt""

func main() {fmt.Println(""Hello, World!"")}"
751,NULL
752,"using System;
class Program {static void Main() {Console.WriteLine(""Hello, World!"");}}"
753,NULL
754,"fun main(args: Array<String>) {println(""Hello, World!"")}"
755,NULL
756,"import Swift
print('Hello, World!')"
757,"class Program { static void Main() { Console.WriteLine('Hello, world!'); } }"
758,NULL
759,"def factorial(n): 
if n == 1: 
return 1 
else: 
return n * factorial(n-1)"
760,NULL
761,"#include <iostream> using namespace std; int main() { cout << 'Hello, World!'; return 0; }"
762,"public class Calculator {
    public int add(int a, int b) { return a + b; }
    public int subtract(int a, int b) { return a - b; }
    public int multiply(int a, int b) { return a * b; }
    public double divide(int a, int b) { if (b == 0) throw new IllegalArgumentException(""Cannot divide by zero""); return a / b; }
}"
763,NULL
764,"file = open('testfile.txt', 'r')
print(file.read())
file.close()"
765,NULL
766,"struct Point {
    int x;
    int y;
};"
767,"```python
try:
    print(1/0)
except ZeroDivisionError:
    print('You cannot divide by zero')
```"
768,NULL
769,"import org.junit.Test;
import static org.junit.Assert.assertEquals;

public class TestCalculator {
    @Test
    public void testAdd() {
        Calculator calculator = new Calculator();
        assertEquals(5, calculator.add(2, 3));
    }
}"
770,NULL
771,"```javascript
function calculateRectangleArea(width, height) {
    return width * height;
}

function calculateArea(width, height) {
    if (height === undefined) {
        height = width;
    }
    return width * height;
}
```

The code in the paragraph is JavaScript code."
772,NULL
773,"```
git init

git add .

git commit -m 'Initial commit'
```"
774,"#include<iostream>
int main() {
    int a = 5;
    int b = 0;
    std::cout << ""a: "" << a << "" b: "" << b << std::endl;
    return 0;
}"
775,NULL
776,"```javascript
let start = performance.now();

// The function to be timed goes here

let end = performance.now();

let time = end - start;

console.log('Execution time: ' + time + ' ms');
```"
777,NULL
778,"def main(): print(Hello, World!) if __name__ == '__main__': main()"
779,"public class TestCalculator {
@Test public void testAdd() { Calculator calculator = new Calculator(); int result = calculator.add(10, 20); assertEquals(30, result); } }"
780,NULL
781,"#include <iostream>
using namespace std;
int main() {
cout << ""Hello, World!"" << endl;
return 0;
}"
782,"public void sayHello(String name) { System.out.println('Hello, ' + name + '!'); }"
783,NULL
784,"print('Hello, World!')"
785,NULL
786,"function add(a, b) { return a + b; }"
787,NULL
788,public int Factorial(int n) { return n == 0 ? 1 : n * Factorial(n - 1); }
789,NULL
790,"def hello_world
  puts 'Hello, World!'
end"
791,NULL
792,"print('Hello, World!')"
793,"int result = 1; 
for (int i = 1; i <= n; i++) { 
    result *= i; 
}"
794,NULL
795,"type Sprint struct { Start time.Time, End time.Time }"
796,NULL
797,"test('adds 1 + 2 to equal 3', () => { expect(sum(1, 2)).toBe(3); });"
798,NULL
799,"fun sum(a: Int, b: Int): Int { return a + b }"
800,NULL
801,for(int i = 0; i < 10; i++) { Console.WriteLine(i); }
802,"public class Person { 
private String name; 
public Person(String name) { 
this.name = name; 
} 
public String getName() { 
return name; 
} 
}"
803,NULL
804,NULL
805,def average(array) array.sum / array.length end
806,"func sayHello() { print('Hello, World!') }"
807,NULL
808,"def add(a, b): return a + b"
809,"let message: string = 'Hello, World!'; console.log(message);"
810,NULL
811,NULL
812,"import sklearn
from sklearn import datasets"
813,"print('Hello, World!')"
814,System.out.println('Debug message');
815,NULL
816,NULL
817,"alert('Hello, World!');"
818,NULL
819,NULL
820,"fmt.Println('Hello, World!')"
821,NULL
822,git clone https://github.com/user/repo.git
823,NULL
824,NULL
825,"printf('Hello, World!');"
826,NULL
827,"let greeting: string = 'Hello, World!';"
828,"print('Hello, World!')"
829,NULL
830,"List<Integer> list = Arrays.asList(3, 2, 1); Collections.sort(list);"
831,"print('Hello, World!')"
832,"```java
public class HelloWorld {
	public static void main(String[] args) {
	System.out.println('Hello, World!');
	}
}
```"
833,NULL
834,"class Program {
	static void Main(string[] args)	{
		Console.WriteLine('Hello, World!');
	}
}"
835,"console.log('Hello, World!');"
836,NULL
837,"import Swift
print('Hello, World!')"
838,NULL
839,"package main
import 'fmt'
func main() {
	fmt.Println('Hello, World!')
}"
840,NULL
841,NULL
842,"fn main() {
	println!('Hello, World!');
}"
843,NULL
844,"fun main(args: Array<String>) {
    println('Hello, World!')
}"
845,NULL
846,"Here's the code snippet within the paragraph:

```
class Program { 
  static void Main(string[] args) { 
    Console.WriteLine('Hello, world!'); 
  } 
}
```

This is a simple 'Hello World' example in C#."
847,"function greet(name) { return 'Hello, ' + name; } console.log(greet('World'));"
848,"def greet(name):
  return 'Hello, ' + name
print(greet('World'))"
849,NULL
850,NULL
851,"package main
import 'fmt'
func main() { 
fmt.Println('Hello, World') }"
852,NULL
853,"public class HelloWorld {
  public static void main(String[] args) {
    System.out.println('Hello, World');
  }
}"
854,NULL
855,"```rust
fn main() {
    println!(""Hello, World!"");
}
```
"
856,"#!/bin/bash echo 'Hello, World'"
857,NULL
858,"import Swift
print('Hello, World')"
859,NULL
860,"print('Hello, World!')"
861,NULL
862,"function helloWorld(){console.log('Hello, World!');}"
863,NULL
864,"#include <iostream>
int main() {
std::cout << 'Hello, World!';
return 0;
}"
865,for (var i = 0; i < 5; i++) { console.log('Hello World!'); }
866,"def fiveTimes():
	for i in range(5):
		print('Hello, World!')
fiveTimes()"
867,NULL
868,"using C#, we can create a simple 'Hello World' program like this:
using System;
class Program {
	static void Main() {
		Console.WriteLine('Hello, World!');
	}
}"
869,NULL
870,"5.times do
	puts 'Hello, World!'
end"
871,git commit -m 'Your commit message'
872,NULL
873,"let greeting = 'Hello, World!'
print(greeting)"
874,docker run -d -p 8080:8080 your-image-name
875,NULL
876,"echo 'Deploying application...'
cd /path/to/your/app
npm install
npm start"
877,NULL
878,"Integer num = new Integer(5);
System.out.println(num.toString());"
879,"fun greet(name: String) {
    println('Hello, $name!')
}
greet('World')"
880,"#include <iostream> 
using namespace std; 
int main() { 
cout << Hello, World!; 
return 0; }"
881,NULL
882,NULL
883,NULL
884,"import sys 
print(Hello, Python)"
885,"public class Main {public static void main(String[] args) {System.out.println('Hello, World!');}}"
886,NULL
887,"def add(a, b): 
    return a + b 

def test_add(): 
    assert add(2, 3) == 5."
888,NULL
889,"#include <algorithm> 
int main() {
int arr[] = {1, 5, 2, 4, 3}; 
std::sort(arr, arr + 5); 
return 0;
}"
890,"function greet(name) { return 'Hello, ' + name; }"
891,"fun showMessage(message: String) { Toast.makeText(applicationContext, message, Toast.LENGTH_SHORT).show() }"
892,"print('Hello, World!')"
893,public class Program {public static void Main() {System.Console.WriteLine('Hello World');}}
894,NULL
895,"def hello_world(): 
    print('Hello, world!')
hello_world()"
896,NULL
897,"var name = prompt('Please enter your name', 'Harry Potter'); 

NULL"
898,NULL
899,"package main
import 'fmt'
func main() {fmt.Println('Hello, World')}"
900,NULL
901,function greeting(name) {alert('Hello ' + name);} greeting('John Doe');
902,NULL
903,"fun main(args: Array<String>) {println('Hello, World!')}"
904,NULL
905,"public class HelloWorld {public static void main(String[] args) {System.out.println('Hello, World');}}"
906,NULL
907,"print('Hello, Hackathon!')"
908,NULL
909,"fun main() { println('Hello, Hackathon!') }"
910,NULL
911,"class Program { static void Main(string[] args) { Console.WriteLine('Hello, Hackathon!'); } }"
912,"print('Hello, World!')"
913,NULL
914,"public class HelloWorld { public static void main(String[] args) { System.out.println('Hello, World!'); } }"
915,NULL
916,"#include<iostream> int main() { std::cout << 'Hello, World!'; return 0; }"
917,NULL
918,"console.log('Hello, World!');"
919,NULL
920,"with open('file.txt', 'r') as f: print(f.read())"
921,NULL
922,"fn main() { println!('Hello, World!'); }"
923,NULL
924,"package main
import 'fmt'
func main() {
fmt.Println('Hello, World!')
}"
925,NULL
926,"class Program { static void Main() { System.Console.WriteLine('Hello, World!'); } }"
927,NULL
928,"items = ['apple', 'banana', 'cherry']
for item in items:
  print(item)"
929,NULL
930,"int n = sizeof(arr) / sizeof(arr[0]);
int res = *min_element(arr, arr + n);"
931,NULL
932,"public class MyClass {
  public int x = 5;
  public static void main(String[] args) {
    MyClass myObj = new MyClass();
    System.out.println(myObj.x);
  }
}"
933,NULL
934,SecureString ss = new SecureString();
935,NULL
936,"var x = 5;
console.log(x);"
937,NULL
938,"package main
import ""fmt""
func main() {
  fmt.Println(""Hello, World!"")
}"
939,NULL
940,NULL
941,NULL
942,"print('Hello, World!')
#include<iostream>

int main() {

std::cout << 'Hello, World!'

return 0;

}"
943,NULL
944,"import org.junit.Test; 
import static org.junit.Assert.assertEquals; 
public class CalculatorTest { 
    @Test 
    public void testAdd() { 
        Calculator calculator = new Calculator(); 
        int result = calculator.add(2, 3); 
        assertEquals(5, result); 
    } 
}"
945,NULL
946,"$(document).ready(function() {

$('#myElement').text('Hello, World!');

});"
947,"print('Hello, World!')"
948,NULL
949,function capitalizeFirstLetter(string) {return string.charAt(0).toUpperCase() + string.slice(1);}
950,NULL
951,int factorial(int n){if(n > 1)return n * factorial(n - 1); else return 1;}
952,NULL
953,"func addTwoNumbers(num1: Int, num2: Int) -> Int {return num1 + num2}"
954,NULL
955,"for i in range(1, 11): if i % 2 == 0: print(i)"
956,NULL
957,"The code in the paragraph is:
```
function sumArray(array) {return array.reduce((a, b) => a + b, 0);}
```"
958,NULL
959,"public class Car {private String make; private String model; public Car(String make, String model) {this.make = make; this.model = model;}}"
960,NULL
961,"import unittest
class TestSum(unittest.TestCase): def test_sum(self): self.assertEqual(sum([1, 2, 3]), 6)"
962,if (x > y) {x = y;}
963,"def my_function(): print('Hello, world!')"
964,NULL
965,NULL
966,"public class HelloWorld { public static void main(String[] args) { System.out.println('Hello, World!'); } }"
967,NULL
968,NULL
969,NULL
970,"import unittest
class TestSum(unittest.TestCase):
    def test_sum(self):
        self.assertEqual(sum([1, 2, 3]), 6, 'Should be 6')
if __name__ == '__main__':
    unittest.main()"
971,NULL
972,"def addNumbers(a, b):
    return a + b"
973,NULL
974,"```javascript
try {
  let x = y;
} catch(e) {
  console.log(e);
} finally {
  console.log('This will always run.');
}
```"
975,NULL
976,"public class HelloRunnable implements Runnable {
  public void run() {
    System.out.println('Hello from a thread!');
  }
}

Thread t = new Thread(new HelloRunnable());"
977,"public class HelloWorld { public static void main(String[] args) { System.out.println('Hello, World'); } }"
978,NULL
979,"def add(a, b): return a + b"
980,"int calculateArea(int length, int breadth) { return length * breadth; }"
981,NULL
982,touch newfile.txt
983,NULL
984,function factorial(n) { if(n == 0) { return 1; } else { return n * factorial(n - 1); } }
985,NULL
986,"public static int Fibonacci(int n) {
  if (n <= 1) return n;
  else return Fibonacci(n - 1) + Fibonacci(n - 2);
}"
987,NULL
988,"```
func IsPrime(n int) bool { 
    if n <= 1 { 
        return false 
    } 
    for i := 2; i < n; i++ { 
        if n % i == 0 { 
            return false 
        } 
    } 
    return true 
}
```"
989,NULL
990,def reverse_string(string) string.reverse end
991,NULL
992,"def hello(): 
    print('Hello, World!') 

public class HelloWorld { 
    public static void main(String[] args) { 
        System.out.println('Hello, World!'); 
    } 
}"
993,"list.add('Apple'); 
list.add('Banana');"
994,NULL
995,"import unittest
class MyTest(unittest.TestCase):
    def test_addition(self):
        self.assertEqual(1 + 1, 2)"
996,NULL
997,def factorial(n): if n == 0: return 1: else: return n * factorial(n-1)
998,NULL
999,"function add(a, b) { return a + b; }"
1000,NULL
1001,func factorial(n int) int { if n == 0 { return 1 } return n * factorial(n-1) }
1002,NULL
1003,NULL
1004,"public class HelloWorld { 
public static void main(String[] args) { 
System.out.println('Hello, World!'); 
} 
}"
1005,NULL
1006,"public int Add(int a, int b) { return a + b; }"
1007,NULL
1008,func square(n: Int) -> Int { return n * n }
1009,NULL
1010,"```
def factorial(n) n == 0 ? 1 : n * factorial(n-1) end
```"
1011,"static void Main(string[] args) { Console.WriteLine('Hello, World!'); }"
1012,NULL
1013,"with open('file.txt', 'r') as f: 
    print(f.read())"
1014,NULL
1015,"test('adds 1 + 2 to equal 3', () => { expect(sum(1, 2)).toBe(3); });"
1016,NULL
1017,"```yaml
stages: 
  - build 
  - test 
build: 
  stage: build 
  script: make 
test: 
  stage: test 
  script: make 
```
"
1018,NULL
1019,NULL
1020,NULL
1021,public class Car { private String color; public Car(String color) { this.color = color; } public String getColor() { return color; } }
1022,NULL
1023,"var express = require('express'); 
var app = express(); 
app.get('/', function (req, res) { 
  res.send('Hello World!'); 
}); 
app.listen(3000);"
1024,func main() { go say('world') say('hello') }
1025,NULL
1026,"void Main() { System.Console.WriteLine('Hello, World!'); }"
1027,def fibonacci(n): if n <= 0: return 0 elif n == 1: return 1 else: return fibonacci(n-1) + fibonacci(n-2)
1028,NULL
1029,"var numbers = [4, 2, 9, 3, 5, 1]; numbers.sort(function(a, b){return a - b});"
1030,NULL
1031,"package main import 'fmt' func main() { fmt.Println('Hello, World!') }"
1032,"class Greeter { greeting: string; constructor(message: string) { this.greeting = message; } greet() { return 'Hello, ' + this.greeting; } }"
1033,NULL
1034,"fn main() { println('Hello, world!'); }"
1035,"#include<stdio.h>
int main() {
printf('Hello, World!');
return 0;
}"
1036,NULL
1037,"fun main(args: Array<String>) { println('Hello, World!') }"
1038,NULL
1039,"function greet(name) { return 'Hello, ' + name; }"
1040,"import SwiftUI
let greeting = 'Hello, World!'
print(greeting)"
1041,"def factorial(n): 
    if n == 1: 
        return 1 
    else: 
        return n * factorial(n-1)"
1042,NULL
1043,"try {
    throw 20;
} catch (int e) {
    cout << ""An exception occurred. Exception Nr. "" << e << endl;
}"
1044,NULL
1045,git init
1046,"describe('Array', function() {
  describe('#indexOf()', function() {
    it('should return -1 when the value is not present', function() {
      assert.equal([1, 2, 3].indexOf(4), -1);
    });
  });
});"
1047,NULL
1048,int arr[10];
1049,NULL
1050,Thread t = new Thread(new Runnable() { public void run() { // code to be executed in the thread } }); t.start();
1051,NULL
1052,def is_even(num): return num % 2 == 0
1053,NULL
1054,"class Rectangle { int width, height; public: void set_values (int,int); int area() {return width*height;} }; Rectangle rect; rect.set_values (3,4); cout << rect.area();"
1055,"const sum = (a, b) => a + b; console.log(sum(1, 2)); // Outputs: 3"
1056,for(int i = 0; i < array.length; i++){ System.out.println(array[i]); }
1057,def quicksort(arr): if len(arr) <= 1: return arr pivot = arr[len(arr) // 2] left = [x for x in arr if x < pivot] middle = [x for x in arr if x == pivot] right = [x for x in arr if x > pivot] return quicksort(left) + middle + quicksort(right)
1058,NULL
1059,NULL
1060,"[TestMethod] public void TestMethod1() { Assert.AreEqual(1, 1); }"
1061,NULL
1062,"document.getElementById('myButton').addEventListener('click', function() { alert('Button clicked!'); });"
1063,vector<int> v; v.push_back(1); v.push_back(2); v.push_back(3);
1064,NULL
1065,NULL
1066,NULL
1067,"def greet(name) 
puts 'Hello, ' + name 
end 
greet('World')"
1068,NULL
1069,"In Go, for example, you might use a simple for loop like this: for i := 0; i < 10; i++ { fmt.Println(i) }"
1070,for(int i = 1; i <= 10; i++) { System.out.println(i); }
1071,NULL
1072,"def hello_world(): print('Hello, world!')"
1073,NULL
1074,NULL
1075,NULL
1076,"printf('Hello, World!')"
1077,NULL
1078,"void sayHello() { cout << 'Hello, World!'; }"
1079,NULL
1080,"#!/bin/bash
echo 'Hello, world!'"
1081,NULL
1082,"In JavaScript, you might refactor a for loop into a forEach loop. Instead of: for(var i = 0; i < array.length; i++) { console.log(array[i]); } You might write: array.forEach(function(item) { console.log(item); });"
1083,NULL
1084,"my_list = [1, 2, 3, 4, 5]"
1085,"a = 5, b = 10, print(a + b)"
1086,NULL
1087,"public class HelloWorld {public static void main(String[] args) {System.out.println(""Hello, World!"");}}"
1088,"fun main(args: Array<String>) {println(""Hello, World!"")}"
1089,NULL
1090,NULL
1091,let x = 5; console.log(x);
1092,"package main
import ""fmt""
func main() {
   fmt.Println(""Hello, World!"")
}"
1093,NULL
1094,"using System; 
class Program {
    static void Main() {
        Console.WriteLine(""Hello, World!"");
    }
}"
1095,"fn main() {println!(""Hello, World!"");}"
1096,NULL
1097,"#include <stdio.h>,
int main() {
    printf(""Hello, World!"");
    return 0;
}"
1098,"import Swift, print(""Hello, World!"")"
1099,if(input == correct) { process(); } else { fail(); }
1100,NULL
1101,while(!requirementsMet) { develop(); }
1102,NULL
1103,"def function_name(parameter): 
	return parameter + 1"
1104,NULL
1105,"class MyClass {
    int x;
    MyClass(int y) {
        x = y;
    }
}"
1106,NULL
1107,NULL
1108,NULL
1109,"let x = 5;
let radius = 5;"
1110,NULL
1111,"print 'Enter your name: ' 
name = gets.chomp."
1112,NULL
1113,"stages:
   - build
   - test
   - deploy"
1114,"def fibonacci(n): a, b = 0, 1 for _ in range(n): yield a a, b = b, a + b"
1115,NULL
1116,"const sum = (a, b) => a + b; test('adds 1 + 2 to equal 3', () => { expect(sum(1, 2)).toBe(3); });"
1117,NULL
1118,"#include <iostream>
int main() {
int a = 5, b = 0;
try {
if (b == 0) throw 'a';
a = a/b;
}
catch(char x) {
std::cout<<'Error';
}
return 0;
}"
1119,NULL
1120,pipeline: build: commands: - echo Building... - go build
1121,NULL
1122,"public static int add(int a, int b) { return a+b; }"
1123,NULL
1124,git init
1125,NULL
1126,"class Program { 
   static void Main() { 
      Console.WriteLine('Hello, World!'); 
   } 
}"
1127,NULL
1128,"function greet(name) { return 'Hello, ' + name + '!'; }"
1129,"def addNumbers(a, b): return a + b"
1130,"public class HelloWorld { public static void main(String[] args) { System.out.println('Hello, World!'); } }"
1131,NULL
1132,function factorial(n) { if (n === 0) { return 1; } else { return n * factorial(n - 1); } }
1133,NULL
1134,"class Program { static void Main() { System.Console.WriteLine('Hello, World!'); } }"
1135,NULL
1136,"#include <iostream> int main() { std::cout << 'Hello, World!'; return 0; }"
1137,NULL
1138,"function add(a, b) { return a + b; }"
1139,"def factorial(n): 
    if n == 0: 
        return 1 
    else: 
        return n * factorial(n-1)"
1140,"#include<iostream>
using namespace std;
int main() {
cout <<""Hello, World!"";
return 0;
}"
1141,NULL
1142,"class Program { static void Main() { System.Console.WriteLine('Hello, World!'); } }"
1143,"public class HelloWorld {
public static void main(String[] args) {
System.out.println('Hello, World!');
}
}"
1144,"print('Hello, world!')"
1145,int i = 1; while(i <= 10) { System.out.print(i); i++; }
1146,NULL
1147,NULL
1148,git commit -m 'Initial commit'
1149,NULL
1150,NULL
1151,"class MyClass {
public:
    int myNum;
    string myString;
};"
1152,NULL
1153,console.log()
1154,NULL
1155,NULL
1156,print('This is a test')
1157,NULL
1158,"function helloWorld() { console.log('Hello, world!'); }"
1159,"print('Hello, World!')"
1160,NULL
1161,"printf('Hello, World!')"
1162,"System.out.println('Hello, World!')"
1163,NULL
1164,"console.log('Hello, World!')"
1165,"cout << 'Hello, World!'"
1166,NULL
1167,NULL
1168,"println('Hello, World!')"
1169,NULL
1170,NULL
1171,NULL
1172,NULL
1173,"fmt.Println('Hello, World!')"
1174,"print('Hello, World!')"
1175,NULL
1176,"System.out.println('Hello, World!');"
1177,git clone repository-url
1178,NULL
1179,"function add(a, b) { return a + b; }"
1180,NULL
1181,"""npm install package-name"""
1182,NULL
1183,"class MyClass { public: void MyMethod() { cout << 'Hello, World!'; } }"
1184,NULL
1185,"def add(a, b): 'This function adds two numbers and returns the result' return a + b."
1186,console.log()
1187,NULL
1188,NULL
1189,for i in my_list: print(i)
1190,NULL
1191,var x int = 10
1192,NULL
1193,"int myArray[5] = {1, 2, 3, 4, 5};"
1194,"def factorial(n): 
    if n == 0: 
        return 1 
    else: 
        return n * factorial(n-1)"
1195,ArrayList<String> list = new ArrayList<String>();
1196,NULL
1197,"#include <iostream> 
int main() { 
std::cout << 'Hello World!'; 
return 0; 
}"
1198,NULL
1199,for (var i = 1; i <= 5; i++) { console.log(i); }
1200,NULL
1201,git clone https://github.com/user/repo.git
1202,NULL
1203,public static int Square(int num) { return num * num; }
1204,"print('Hello, World!')"
1205,NULL
1206,func fib(n int) int { if n <= 1 { return n } return fib(n-1) + fib(n-2) }
1207,NULL
1208,"/* This function adds two numbers */ function add(a: number, b: number): number { return a + b; }"
1209,"print('Hello, World!')"
1210,NULL
1211,var x = 10;
1212,NULL
1213,var myNum int = 20
1214,"```python
print('Hello, World!')
```"
1215,alert('This is an alert message!');
1216,NULL
1217,document.getElementById('myElement').innerHTML = 'New Content';
1218,"#include <iostream> 

int main() { 
std::cout << 'Hello, World!'; 
return 0; 
}"
1219,"public class HelloWorld { 
public static void main(String[] args) { 
System.out.println('Hello, World!'); 
} 
}"
1220,NULL
1221,"def add(a, b): 
return a + b"
1222,"var myArray = [];
myArray.push('New Item');"
1223,NULL
1224,"function multiply(a, b) {
return a * b;
}"
1225,"public class AddNumbers {
public static void main(String[] args) {
int a = 5;
int b = 7;
int sum = a + b;
System.out.println('The sum is ' + sum);
}
}"
1226,"#include <iostream> 
using namespace std; 
int main() { 
int length = 5; 
int width = 7; 
int area = length * width; 
cout << 'The area of the rectangle is ' << area << endl; 
return 0; 
}"
1227,NULL
1228,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
1229,"print(""Hello, world!"")"
1230,NULL
1231,"git init, git add ., git commit -m 'Initial commit'"
1232,NULL
1233,"#include <iostream> 
 int main() { std::cout << Hello, World!; }"
1234,#include<iostream> using namespace std; int main(){ cout<<'Hello World'; return 0; }
1235,NULL
1236,"public static void main(String[] args){ System.out.println('Hello, World!'); }"
1237,NULL
1238,#include<iostream> using namespace std; int main(){ cout<<'Hello World'; return 0; }
1239,NULL
1240,"let greeting: string = 'Hello, World!';
console.log(greeting);"
1241,NULL
1242,"import Swift
print('Hello, World!')"
1243,NULL
1244,"package main
import 'fmt'
func main() { 
    fmt.Println('Hello, World!') 
}"
1245,NULL
1246,"fn main() { println!('Hello, World!'); }"
1247,NULL
1248,"using System; 
class Program { 
   static void Main() { 
      Console.WriteLine('Hello, World!'); 
   } 
}"
1249,NULL
1250,"print('Hello, World!')"
1251,int a = 10;
1252,var x = 5;
1253,NULL
1254,"public class HelloWorld { public static void main(String[] args) { System.out.println('Hello, World!'); } }"
1255,NULL
1256,let greeting = 'Hello Swift';
1257,"def print_greeting(): print('Hello, World!')"
1258,"var str: String? = 'Hello, Kotlin'"
1259,NULL
1260,NULL
1261,NULL
1262,NULL
1263,"```go
go func() { fmt.Println('Hello, Go!') }()
```"
1264,NULL
1265,"print('Hello, world!')"
1266,"int factorial(int n){
if(n > 1) return n * factorial(n - 1);
else return 1;
}"
1267,"#include <stdio.h>
int main()
{
printf('Hello, World!');
return 0;
}"
1268,"import http.server
import socketserver
PORT = 8000
Handler = http.server.SimpleHTTPRequestHandler
httpd = socketserver.TCPServer(('', PORT), Handler)
httpd.serve_forever()"
1269,NULL
1270,"func square(n: Int) -> Int {
return n * n
}"
1271,"function add(a: number, b: number): number {
return a + b;
}"
1272,"package main
import 'fmt'
func main() {
fmt.Println('Hello, World!')
}"
1273,NULL
1274,"puts 'Hello, World!'"
1275,NULL
1276,Get-ChildItem -Path .
1277,NULL
1278,NULL
1279,"fun main() {
println('Hello, World!')
}"
1280,NULL
1281,NULL
1282,"document.getElementById('myElement').innerHTML = 'Hello, World!';"
1283,NULL
1284,"assert sum([1, 2, 3]) == 6"
1285,NULL
1286,public class Person { string name; int age; string address; }
1287,NULL
1288,"func main() { fmt.Println('Hello, microservices!') }"
1289,NULL
1290,"let arr = [1, 2, 3, 4, 5]; console.log(arr.reduce((a, b) => a + b, 0));"
1291,NULL
1292,if (password.length < 8) { System.out.println('Password is too short.'); }
1293,NULL
1294,class VR { void renderScene(Scene scene) { // render the scene } }
1295,NULL
1296,"let iotDevice = { data: '', sendData: function(data) { this.data = data; } };"
1297,"print('Hello, World!')"
1298,NULL
1299,"`test('adds 1 + 2 to equal 3', () => {expect(sum(1, 2)).toBe(3);});`"
1300,NULL
1301,"Console.WriteLine('Hello, World!');"
1302,"print('Hello, World!')"
1303,"const express = require('express');
const app = express();
app.listen(3000, function () { console.log('App listening on port 3000!'); });"
1304,NULL
1305,class MyClass { public: int myNum; string myString; };
1306,NULL
1307,"def myFunction(): 
    print('Hello, World!')

Note: The code in the given paragraph is the Python function definition and the function call."
1308,NULL
1309,"vector<int> v = {3, 2, 1}; sort(v.begin(), v.end())"
1310,NULL
1311,NULL
1312,NULL
1313,"public void printHelloWorld() { System.out.println('Hello, world!'); }"
1314,NULL
1315,"func greet(name: String) { print('Hello, \(name)') }"
1316,NULL
1317,NULL
1318,"User.where('name = ?', params[:name])"
1319,NULL
1320,"func main() { fmt.Println('Hello, World!') }"
1321,"fun greetUser(name: String) { println('Hello, $name') }"
1322,"def add(num1, num2):  return num1 + num2"
1323,NULL
